idx;t_us;evt;core;prio;task_id;aux
886;1028012;1;0;1;0;0
887;1028032;2;0;1;0;0
888;1028040;1;0;0;0;0
889;1028994;3;0;0;0;0
890;1029994;3;0;0;0;0
891;1030994;3;0;0;0;0
892;1031994;3;0;0;0;0
893;1032994;3;0;0;0;0
894;1033994;3;0;0;0;0
895;1034994;3;0;0;0;0
896;1035994;3;0;0;0;0
897;1036994;3;0;0;0;0
898;1037996;3;0;0;0;0
899;1038004;2;0;0;0;0
900;1038012;1;0;1;1;0
901;1038994;3;0;1;1;0
902;1039994;3;0;1;1;0
903;1040994;3;0;1;1;0
904;1041994;3;0;1;1;0
905;1042994;3;0;1;1;0
906;1043994;3;0;1;1;0
907;1044994;3;0;1;1;0
908;1045994;3;0;1;1;0
909;1046994;3;0;1;1;0
910;1047996;3;0;1;1;0
911;1048994;3;0;1;1;0
912;1049994;3;0;1;1;0
913;1050994;3;0;1;1;0
914;1051994;3;0;1;1;0
915;1052994;3;0;1;1;0
916;1053994;3;0;1;1;0
917;1054994;3;0;1;1;0
918;1055994;3;0;1;1;0
919;1056994;3;0;1;1;0
920;1057994;3;0;1;1;0
921;1058994;3;0;1;1;0
922;1059994;3;0;1;1;0
923;1060994;3;0;1;1;0
924;1061994;3;0;1;1;0
925;1062994;3;0;1;1;0
926;1063994;3;0;1;1;0
927;1064994;3;0;1;1;0
928;1065994;3;0;1;1;0
929;1066994;3;0;1;1;0
930;1067994;3;0;1;1;0
931;1068640;2;0;1;1;0
932;1068648;1;0;1;0;0
933;1068667;2;0;1;0;0
934;1068676;1;0;0;0;0
935;1068996;3;0;0;0;0
936;1069004;2;0;0;0;0
937;1069012;1;0;2;2;0
938;1069994;3;0;2;2;0
939;1070994;3;0;2;2;0
940;1071994;3;0;2;2;0
941;1072994;3;0;2;2;0
942;1073994;3;0;2;2;0
943;1074994;3;0;2;2;0
944;1075994;3;0;2;2;0
945;1076994;3;0;2;2;0
946;1077994;3;0;2;2;0
947;1078994;3;0;2;2;0
948;1079994;3;0;2;2;0
949;1080994;3;0;2;2;0
950;1081994;3;0;2;2;0
951;1082994;3;0;2;2;0
952;1083994;3;0;2;2;0
953;1084994;3;0;2;2;0
954;1085994;3;0;2;2;0
955;1086994;3;0;2;2;0
956;1087996;3;0;2;2;0
957;1088994;3;0;2;2;0
958;1089994;3;0;2;2;0
959;1090994;3;0;2;2;0
960;1091994;3;0;2;2;0
961;1092994;3;0;2;2;0
962;1093994;3;0;2;2;0
963;1094994;3;0;2;2;0
964;1095994;3;0;2;2;0
965;1096994;3;0;2;2;0
966;1097994;3;0;2;2;0
